,article_title,article_doi,article_author,article_author_index_name,article_author_affiliation,article_page_range,article_pub_date,article_pub_year,issue_section,issue_number,issue_title,issue_page_range,issue_pub_date,issue_pub_year,volume,journal,publisher,article_type
213,Notes on Emerging Collective Action: Ethnic-Trade Guilds among Japanese Americans in the Gardening Industry,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200204,Ronald Tadao Tsukashima,"Tsukashima, Ronald Tadao","California State University, Los Angeles",374-400,"Jun 1, 1998",1998,Article,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,main
214,"Interests Not Passions: Mexican-American Attitudes toward Mexico, Immigration from Mexico, and Other Issues Shaping U.S.-Mexico Relations",https://journals.sagepub.com/doi/pdf/10.1177/019791839803200205,Rodolfo O. De La Garza && Louis DeSipio,"de la Garza, Rodolfo O && DeSipio, Louis",University of Illinois at Urbana-Campaign && University of Illinois at Urbana-Campaign,401-422,"Jun 1, 1998",1998,Article,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,main
215,Immigration to Spain: Implications for a Unified European Union Immigration Policy,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200206,Laura Huntoon,"Huntoon, Laura",Indiana University,423-450,"Jun 1, 1998",1998,Article,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,main
217,The Early Warning of Humanitarian Disasters: Problems in Building an Early Warning System,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200208,Susanne Schmeidl && J. Craig Jenkins,"Schmeidl, Susanne && Jenkins, J Craig",Independent Consultant && The Ohio State University,471-486,"Jun 1, 1998",1998,Article,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,main
219,Book Review,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200210,Philip L. Martin,"Martin, Philip L","University of California, Davis",491-494,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
220,Book Review: Migrations and Cultures: A World View,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200211,Rudolph J. Vecoli,"Vecoli, Rudolph J",University of Minnesota,494-495,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
221,Book Review: Ethnicity Counts,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200212,Grace Kao,"Kao, Grace",University of Pennsylvania,495-496,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
222,"Book Review: Walls Built on Sand: Migration, Exclusion, and Society in Kuwait",https://journals.sagepub.com/doi/pdf/10.1177/019791839803200213,Nasra M. Shah,"Shah, Nasra M",Kuwait University,496-497,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
223,Book Review: North to Aztlán: A History of Mexican Americans in the United States,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200214,Gina Marie Pitti,"Pitti, Gina Marie",Stanford University,497-498,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
224,"Book Review: Hispanic Nation: Culture, Politics and the Construction of Identity",https://journals.sagepub.com/doi/pdf/10.1177/019791839803200215,Susan Gonzalez Baker,"Baker, Susan Gonzalez","University of Texas, Austin",498-499,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
225,Book Review: Promises to Keep: Collective Bargaining in California Agriculture,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200216,Gilbert Cardenas,"Cardenas, Gilbert",University of Texas-Pan American,499-500,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
226,Book Review: Counting on the Latino Vote: Latinos as a New Electorate,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200217,Christine Marie Sierra,"Sierra, Christine Marie",The University of New Mexico,500-501,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
227,Book Review: Presidential Decision Making Adrift: The Carter Administration and the Mariel Boatlift,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200218,Gaston A. Fernandez,"Fernandez, Gaston A",Indiana State University,501-501,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
228,Book Review: The Scandinavian American Family Album,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200219,Mary Elizabeth Brown,"Brown, Mary Elizabeth",Marymount Manhattan College,502-502,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
229,Book Review: Immigrant Acts: On Asian American Cultural Politics,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200220,Sheng-mei Ma,"Ma, Sheng-mei",Michigan State University,502-503,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
230,Book Review: Multicultural Heroes Series,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200221,Mary Elizabeth Brown,"Brown, Mary Elizabeth",Marymount Manhattan College,503-504,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
231,"Book Review: Strangers Settled Here Amongst Us: Policies, Perceptions, and the Presence of Aliens in Elizabethan England",https://journals.sagepub.com/doi/pdf/10.1177/019791839803200222,Marsha L. Hamilton,"Hamilton, Marsha L",State University of New York at Stony Brook,504-505,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
232,Book Review: Ready to Wear and Ready to Work: A Century of Industry and Immigrants in Paris and New York,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200223,Leslie Choquette,"Choquette, Leslie",Assumption College,505-505,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
233,Book Review: Germany for the Germans? The Political Effects of International Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200224,Peter O'brien,"O'brien, Peter",Trinity University,505-507,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
234,"Book Review: Xenophobia in United Germany: Generations, Modernization, and Ideology",https://journals.sagepub.com/doi/pdf/10.1177/019791839803200225,Joel S. Fetzer,"Fetzer, Joel S",University of Southern California,507-507,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
235,Book Review: The Exclusive European Citizenship: The Case for Refugees and Immigrants in the European Union,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200226,Ted Perlmutter,"Perlmutter, Ted",New York University,507-508,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
236,Book Review: Going West: Soviet Jewish Immigrants in Berlin since 1990,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200227,Madeleine R. Tress,"Tress, Madeleine R","Center for European Studies, New York University",508-509,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
237,Book Review: Politicized Ethnicity in the Russian Federation,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200228,Oleg V. Shamshur,"Shamshur, Oleg V","Centre for Migration and Social Studies, Kyiv University",509-510,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
238,Book Review: La Belgique et ses immigres – Les politiques manquees,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200229,Marie-christine Michaud,"Michaud, Marie-christine",Universite De Bretagne-Sud,510-511,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
239,Book Review: L'ecole: Une Chance Pour les Filles de Parents Maghrebins,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200230,Marie-christine Michaud,"Michaud, Marie-christine",Universite de Bretagne-Sud,511-512,"Jun 1, 1998",1998,Book Reviews,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,review
241,International Newsletter on Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791839803200232,,,,528-537,"Jun 1, 1998",1998,Article,2,"International Migration Review - Volume 32, Number 2, Jun 01, 1998",,"Jun 01, 1998",1998,32,International Migration Review,Sage Publishing,main
243,Introduction,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800301,,,,406-408,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
244,Irregular Migration: Policy Responses in Africa and Asia,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800302,Ellen M. Brennan,"Brennan, Ellen M",United Nations Population Division,409-425,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
245,Illegals and Expulsion in Africa: The Nigerian Experience,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800303,Aderanti Adepoju,"Adepoju, Aderanti","University of Ife, Ile-Ife (Nigeria)",426-436,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
246,An Elusive Concept: The Changing Definition of Illegal Immigrant in the Practice of Immigration Control in the United Kingdom,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800304,Kristin Couper && Ulysses Santamaria,"Couper, Kristin && Santamaria, Ulysses",Universitέ de Paris VIII && Maison des Sciences de L'Homme,437-452,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
247,Argentine Experience in the Field of Illegal Immigration,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800305,Juan Manuel Villar,"Villar, Juan Manuel",Buenos Aires,453-473,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
248,Illegal Immigrants in Canada: Recent Developments,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800306,W.G. Robinson,"Robinson, WG","Barrister and Solicitor, Vancouver, Canada; Former Chairman of the Federal Task Force on Practices and Procedures under the Immigration Act; Former Chairman, Minister's Review Committee on Long-term Illegal Migrants",474-485,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
249,The Politics of Immigration Reform,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800307,Alan K. Simpson,"Simpson, Alan K","Chairman, U.S. Senate Subcommittee on Immigration and Refugee Policy",486-504,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
250,Research on Undocumented Immigrants and Public Policy: A Study of the Texas School Case,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800308,Estevan T. Flores,"Flores, Estevan T","Director of Mexican American Studies, Assistant Professor of Sociology, Southern Methodist University",505-523,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
251,"Down under Amnesties: Background, Programs and Comparative Insights",https://journals.sagepub.com/doi/pdf/10.1177/019791838401800309,David S. North,"North, David S",New TransCentury Foundation,524-540,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
252,Undocumented Migration to Venezuela,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800310,Ralph Van Roy,"van Roy, Ralph","Caracas, Venezuela",541-557,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
253,The Employment Market and Immigrants in an Irregular Situation: Lessons from the Recent Legalization Exercise in France,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800311,,,,558-578,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
254,Major Obstacles to Control of Irregular Migrations: Prerequisites to Policy,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800312,Yann Moulier-Boutang && Jean-Pierre Garson,"Moulier-Boutang, Yann && Garson, Jean-Pierre",Groupe de Recherche et d'Analyse des Migrations Internationales Ecole Normale Supérieure && Groupe de Recherche et d'Analyse des Migrations Internationales Ecole Normale Supérieure,579-592,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
255,Immigration: An International Economic Perspective,https://journals.sagepub.com/doi/pdf/10.1177/019791838401800313,Ray Marshall,"Marshall, Ray",University of Texas at Austin,593-612,"Sep 1, 1984",1984,Article,3,"International Migration Review - Volume 18, Number 3, Sep 01, 1984",,"Sep 01, 1984",1984,18,International Migration Review,Sage Publishing,main
